student,currProb,course,session,priorTutorAction,reward,Interaction,hintCount,TotalTime,TotalPSTime,TotalWETime,avgstepTime,avgstepTimePS,stepTimeDeviation,symbolicRepresentationCount,englishSymbolicSwitchCount,Level,probDiff,difficultProblemCountSolved,difficultProblemCountWE,easyProblemCountSolved,easyProblemCountWE,probAlternate,easyProbAlternate,RuleTypesCount,UseCount,PrepCount,MorphCount,OptionalCount,NewLevel,SolvedPSInLevel,SeenWEinLevel,probIndexinLevel,probIndexPSinLevel,InterfaceErrorCount,RightApp,WrongApp,WrongSemanticsApp,WrongSyntaxApp,PrightAppRatio,RrightAppRatio,F1Score,FDActionCount,BDActionCount,DirectProofActionCount,InDirectProofActionCount,actionCount,UseWindowInfo,NonPSelements,AppCount,AppRatio,hintRatio,BlankRatio,HoverHintCount,SystemInfoHintCount,NextStepClickCountWE,PreviousStepClickCountWE,deletedApp,ruleScoreMP,ruleScoreDS,ruleScoreSIMP,ruleScoreMT,ruleScoreADD,ruleScoreCONJ,ruleScoreHS,ruleScoreCD,ruleScoreDN,ruleScoreDEM,ruleScoreIMPL,ruleScoreCONTRA,ruleScoreEQUIV,ruleScoreCOM,ruleScoreASSOC,ruleScoreDIST,ruleScoreABS,ruleScoreEXP,ruleScoreTAUT,cumul_Interaction,cumul_hintCount,cumul_TotalTime,cumul_TotalPSTime,cumul_TotalWETime,cumul_avgstepTime,cumul_avgstepTimeWE,cumul_avgstepTimePS,cumul_symbolicRepresentationCount,cumul_englishSymbolicSwitchCount,cumul_difficultProblemCountSolved,cumul_difficultProblemCountWE,cumul_easyProblemCountSolved,cumul_easyProblemCountWE,cumul_probAlternate,cumul_easyProbAlternate,cumul_RuleTypesCount,cumul_UseCount,cumul_PrepCount,cumul_MorphCount,cumul_OptionalCount,cumul_probIndexinLevel,cumul_InterfaceErrorCount,cumul_RightApp,cumul_WrongApp,cumul_WrongSemanticsApp,cumul_WrongSyntaxApp,cumul_PrightAppRatio,cumul_RrightAppRatio,cumul_F1Score,cumul_FDActionCount,cumul_BDActionCount,cumul_DirectProofActionCount,cumul_InDirectProofActionCount,cumul_actionCount,cumul_UseWindowInfo,cumul_NonPSelements,cumul_AppCount,cumul_AppRatio,cumul_hintRatio,cumul_BlankRatio,cumul_HoverHintCount,cumul_SystemInfoHintCount,cumul_NextStepClickCountWE,cumul_PreviousStepClickCountWE,cumul_deletedApp,CurrPro_NumProbRule,CurrPro_avgProbTime,CurrPro_avgProbTimePS,CurrPro_avgProbTimeDeviationPS,CurrPro_avgProbTimeWE,CurrPro_avgProbTimeDeviationWE,CurrPro_medianProbTime
0071-F14,1.0.2.0,226-002-BARNES-F14,1,WE,0.0,3,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,2,1,0,1,0,1,0,3,0,0,0,2,0,0,0,0,0,2,3,2,3,3,3,3,2,3,3,3,2,2,2,2,2,3,3,3,2,0,1,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,3,1,0,1,0,1,0,3,0,0,0,4,0,0,4,0,0,0,1,1,2,2,2,2
0071-F14,1.0.3.0,226-002-BARNES-F14,1,PS,0.0,4,0,4,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0,4,3,2,2,0,0,1,0,2,0,4,3,2,2,2,1,3,1,4,0,4,0,4,0,3,3,1,0,1,1,0,0,0,1,0,1,0,0,4,0,1,0,1,1,4,0,1,1,1,1,0,0,0,4,2,4,4,4,2,1,1,0,0,0,0,0,0,0,0,4,4,3,3,1,2,4,4,3,3,3,1,4,1,4,0,4,0,4,0,4,4,2,2,2,1,0,4,0,2,1,4,4,4,2,2,3
0071-F14,1.0.4.0,226-002-BARNES-F14,1,PS,-65.1315789473684,4,0,4,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,4,3,2,2,0,0,0,0,3,3,4,3,2,1,2,2,3,3,4,0,4,0,4,0,3,3,0,0,2,0,0,0,0,1,0,1,0,0,4,0,1,0,1,1,4,0,1,2,2,1,0,0,0,4,2,4,4,4,2,1,1,0,0,0,0,0,0,0,0,4,4,3,3,1,3,4,4,3,3,3,2,4,3,4,0,4,0,4,0,4,4,2,1,2,1,0,4,0,2,1,3,3,2,0,0,3
0071-F14,2.1.1.0,226-002-BARNES-F14,4,PS,0.0,4,0,4,3,0,2,1,2,1,0,1,1,1,0,0,0,0,0,4,3,1,1,0,1,1,0,0,0,4,3,1,1,2,1,3,1,4,0,4,0,4,0,3,3,0,0,2,0,0,0,0,1,1,0,0,2,4,1,1,0,2,1,4,0,1,2,1,1,0,0,0,2,2,2,2,0,1,3,1,1,0,1,0,0,0,0,0,4,2,1,1,1,0,3,2,1,1,2,1,4,3,2,0,3,0,2,0,3,2,2,2,2,0,0,0,0,2,1,3,3,3,3,3,3
0071-F14,2.1.2.0,226-002-BARNES-F14,4,WE,0.0,0,0,0,0,1,1,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,2,3,2,3,3,3,3,2,3,3,3,2,2,2,2,2,3,3,3,2,2,2,2,1,1,1,1,2,0,1,1,0,0,0,0,4,2,1,1,1,1,3,2,1,1,2,1,3,1,3,0,3,0,2,0,3,2,1,2,3,0,0,1,0,2,1,2,2,3,3,2,1
0071-F14,2.1.3.0,226-002-BARNES-F14,4,PS,57.2324192835028,3,0,2,2,0,3,1,2,1,0,1,1,1,0,0,0,0,0,3,2,1,1,0,0,0,0,2,1,3,1,1,1,1,1,2,1,3,0,3,0,3,0,0,2,2,0,0,0,0,0,0,1,1,0,1,3,4,1,1,0,2,1,1,0,1,2,1,1,0,0,0,3,2,2,3,1,1,1,1,3,0,2,1,0,0,0,0,4,3,2,2,1,2,3,3,2,1,2,1,3,1,3,0,3,0,3,0,3,3,2,2,2,0,0,1,0,2,1,2,2,1,0,0,3
0071-F14,3.1.1.0,226-002-BARNES-F14,4,PS,0.0,4,0,4,3,0,2,1,1,1,0,2,1,1,0,0,0,0,0,4,3,2,2,0,1,1,0,0,0,4,3,2,2,2,1,3,1,4,0,4,0,4,0,3,3,2,0,0,1,0,0,0,1,0,0,2,1,4,1,3,2,2,1,4,2,1,2,2,1,0,3,1,4,2,4,4,0,1,3,1,1,0,1,0,0,0,0,0,4,4,3,3,1,0,4,4,3,3,3,2,4,3,4,0,4,0,4,0,3,4,4,1,0,2,0,0,0,2,1,4,4,4,2,2,3
0071-F14,3.1.2.0,226-002-BARNES-F14,6,WE,0.0,1,0,1,0,1,1,2,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,2,1,0,1,0,1,0,3,0,0,0,2,0,0,1,0,0,2,3,2,3,3,3,3,2,3,3,3,2,2,2,2,2,3,3,3,4,2,4,4,2,1,1,1,2,0,1,1,0,0,0,0,4,4,3,3,1,1,4,4,3,3,3,2,4,3,4,0,4,0,4,0,4,4,4,1,0,2,0,4,0,2,3,2,2,2,3,3,1
0071-F14,3.1.3.0,226-002-BARNES-F14,6,PS,60.5205188871666,3,0,2,1,0,1,0,0,1,0,2,1,1,0,0,0,0,0,3,2,1,0,0,0,0,0,2,1,3,2,0,0,1,3,2,3,2,0,3,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,3,2,4,3,3,2,2,1,4,2,1,2,2,1,0,3,1,4,2,4,4,2,1,1,1,3,0,2,1,0,0,0,0,4,4,3,3,1,2,4,4,3,3,3,2,4,3,4,0,4,0,4,0,4,4,4,1,0,2,0,4,0,2,3,3,3,2,0,0,4
0071-F14,4.1.1.0,226-002-BARNES-F14,6,PS,0.0,3,0,2,1,0,1,0,0,1,0,3,1,1,0,0,0,0,0,3,3,0,1,0,1,1,0,0,0,4,2,1,1,2,2,2,2,3,0,3,0,3,0,1,2,1,0,1,0,0,0,0,0,0,0,3,2,4,3,3,2,2,1,1,2,1,2,2,1,0,3,1,1,0,1,1,0,0,3,0,1,0,1,0,0,0,0,0,3,2,0,1,0,0,2,2,1,1,1,3,4,3,1,0,1,0,1,0,0,2,4,0,0,0,0,0,0,0,1,1,1,1,2,3,2
0071-F14,4.1.2.0,226-002-BARNES-F14,6,WE,0.0,0,0,0,0,1,0,2,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,2,1,0,1,0,1,0,2,0,0,0,2,0,0,1,0,0,2,3,2,3,3,3,3,2,3,3,3,2,2,2,2,2,3,3,3,2,0,1,1,1,0,1,0,2,0,1,1,0,0,0,0,3,2,0,1,0,1,2,2,1,1,1,3,2,3,1,0,2,0,1,0,2,2,2,0,2,0,0,2,0,0,2,3,2,3,3,3,1
0071-F14,4.1.3.0,226-002-BARNES-F14,6,PS,-54.585644937586785,4,0,3,2,0,1,0,0,1,0,3,1,1,0,0,0,0,0,4,3,2,1,0,0,0,0,2,1,4,2,2,2,2,1,2,0,4,0,4,0,4,0,0,3,2,0,0,1,0,0,0,0,1,0,3,1,4,1,3,1,3,1,1,2,1,2,2,1,1,3,1,3,0,2,2,1,0,1,0,3,0,2,1,0,0,0,0,4,4,2,2,1,2,3,3,2,2,3,1,3,1,3,0,3,0,3,0,2,3,3,0,1,2,0,2,0,0,2,4,4,4,0,0,4
0071-F14,5.1.1.0,226-002-BARNES-F14,6,WE,0.0,0,0,0,0,0,0,2,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,2,3,2,3,3,3,3,2,3,3,3,2,2,2,2,2,3,3,3,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,4,0,0,2,0,0,2,1,0,0,1,1,1
0071-F14,5.1.2.0,226-002-BARNES-F14,6,PS,0.0,3,0,2,1,0,1,0,0,1,0,4,1,1,0,0,0,0,0,3,2,1,1,0,0,1,0,1,0,3,2,0,0,1,3,2,3,3,0,3,0,3,0,0,2,2,0,0,0,0,0,0,1,1,0,3,1,4,3,3,1,3,1,4,2,1,2,2,1,1,3,1,1,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,3,1,1,1,0,1,2,2,0,0,1,4,2,4,1,0,1,0,1,0,1,1,2,0,2,1,0,2,0,1,3,0,0,0,2,1,1
0071-F14,5.1.3.0,226-002-BARNES-F14,6,PS,-35.0692071086808,4,0,4,3,0,1,0,0,1,0,4,1,1,0,0,0,0,0,4,3,2,2,0,0,0,0,2,2,4,3,2,2,2,1,3,1,4,0,4,0,4,0,0,3,2,0,0,1,0,0,0,1,2,0,0,1,4,3,3,1,3,2,4,2,1,2,2,1,1,2,2,3,0,2,2,0,0,0,0,3,0,2,1,0,0,0,0,4,3,2,2,1,2,3,3,2,2,2,3,3,3,3,0,3,0,3,0,1,3,4,0,0,1,0,2,0,2,2,4,4,4,0,0,4
0071-F14,6.1.1.0,226-002-BARNES-F14,6,PS,0.0,2,0,1,0,0,0,0,0,1,0,4,1,1,0,0,0,0,0,4,1,0,1,0,1,1,0,0,0,2,1,1,1,1,3,1,2,2,0,2,0,2,0,0,1,2,0,0,0,0,0,0,0,2,0,0,1,4,3,3,1,3,2,4,2,1,2,2,1,1,2,2,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,4,1,0,1,0,0,1,1,1,1,1,4,2,4,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,3,1,1,0,1,2,2
0071-F14,6.1.2.0,226-002-BARNES-F14,6,WE,0.0,0,0,0,0,0,0,2,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,3,2,3,3,3,3,2,3,3,3,2,2,2,2,2,3,3,3,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,4,1,0,1,0,1,1,1,1,1,1,4,1,3,1,0,1,0,1,0,0,1,3,0,1,0,0,1,0,0,2,0,0,1,1,1,0
0071-F14,6.1.3.0,226-002-BARNES-F14,6,PS,15.3512498323124,4,0,3,2,0,3,2,2,2,0,4,1,1,0,0,0,0,0,4,3,2,2,0,0,0,0,2,1,4,3,2,2,2,2,2,2,4,0,4,0,4,0,0,3,2,0,0,1,0,0,0,1,3,0,0,1,4,1,3,1,3,3,4,2,2,2,2,1,1,2,3,2,0,1,1,0,3,3,2,4,0,2,1,0,0,0,0,4,3,2,2,1,2,3,3,2,2,2,3,3,3,2,0,3,0,2,0,0,3,4,0,0,1,0,1,0,1,3,3,4,3,0,0,4
0073-F14,1.0.1.0,226-002-BARNES-F14,1,PS,0.0,2,0,2,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,2,1,1,1,0,2,2,1,2,0,2,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,0,3,3,3,1,0,1,0,1,0,0,1,4,0,0,0,0,0,0,0,0,4,3,4,3,3,4
0073-F14,1.0.2.0,226-002-BARNES-F14,1,WE,0.0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,3,2,3,3,3,3,2,3,3,3,2,2,2,2,2,3,3,3,1,0,1,1,2,2,2,1,2,0,0,0,0,0,0,0,2,2,0,0,0,1,1,1,1,1,0,3,2,2,1,0,1,0,1,0,0,1,2,0,2,0,0,1,0,0,0,1,1,2,2,2,2
0073-F14,1.0.3.0,226-002-BARNES-F14,1,PS,0.0,2,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,1,3,1,0,0,0,3,2,3,1,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,2,1,3,0,0,0,0,0,0,0,2,3,1,0,0,2,2,2,1,1,0,4,2,4,1,0,1,0,1,0,1,1,2,0,2,0,0,1,0,0,1,4,4,4,2,2,3
0073-F14,1.0.4.0,226-002-BARNES-F14,1,PS,40.7894736842106,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,3,2,1,0,0,0,3,2,3,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,2,1,4,0,0,0,0,0,0,0,2,3,1,0,0,3,3,2,1,1,0,4,2,4,2,0,2,0,2,0,1,2,2,0,2,0,0,1,0,0,1,3,3,2,0,0,3
0073-F14,2.1.1.0,226-002-BARNES-F14,1,PS,0.0,2,0,2,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,2,2,1,0,0,1,1,0,0,0,3,2,0,0,0,2,2,2,2,0,2,0,2,0,0,1,2,0,0,0,0,0,0,0,3,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,1,0,1,0,0,0,0,0,2,1,1,0,0,0,1,1,0,0,0,4,3,4,1,0,1,0,1,0,0,1,4,0,0,0,0,0,0,0,1,3,3,3,3,3,3
0073-F14,2.1.2.0,226-002-BARNES-F14,1,WE,0.0,0,0,1,0,1,4,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,2,3,2,3,3,3,3,2,3,3,3,2,2,2,2,2,3,3,3,1,0,1,1,3,1,4,0,2,0,1,1,0,0,0,0,2,1,1,0,0,1,1,1,0,0,0,4,2,3,1,0,1,0,1,0,0,1,2,0,2,0,0,1,0,0,1,2,2,3,3,2,1
0073-F14,2.1.3.0,226-002-BARNES-F14,1,PS,26.9416187527642,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,2,1,0,0,0,3,1,3,1,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,3,1,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,4,0,3,0,2,1,0,0,0,0,2,2,1,0,0,2,2,2,0,0,0,4,2,4,1,0,1,0,1,0,0,2,2,0,2,0,0,1,0,0,1,2,2,1,0,0,3
0073-F14,3.1.1.0,226-002-BARNES-F14,1,WE,0.0,1,0,1,0,1,3,2,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,2,1,0,1,0,1,0,3,0,0,0,2,0,0,1,0,0,2,3,2,3,3,3,3,2,3,3,3,2,2,2,2,2,3,3,3,0,0,0,0,3,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,4,0,0,4,0,0,1,4,4,4,2,2,3
0073-F14,3.1.2.0,226-002-BARNES-F14,1,PS,0.0,2,0,2,1,0,2,1,0,1,0,2,1,1,0,0,0,0,0,2,2,1,0,0,0,1,0,1,0,1,2,0,0,0,3,2,3,2,0,2,0,2,0,0,1,2,0,0,0,0,0,0,0,3,4,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,3,1,2,0,1,1,0,0,0,0,2,2,1,0,0,1,0,2,0,0,0,4,1,4,1,0,1,0,1,0,2,1,1,0,3,0,0,4,0,0,3,2,2,2,3,3,1
0073-F14,3.1.3.0,226-002-BARNES-F14,1,PS,-43.265073019499,2,0,2,1,0,1,0,0,1,0,2,1,1,0,0,0,0,0,2,2,2,0,0,0,0,0,2,2,3,2,0,1,0,3,2,3,2,0,3,0,2,0,0,2,2,0,0,0,0,0,0,0,3,4,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,3,1,3,0,3,0,2,1,0,0,0,0,2,2,2,0,0,2,2,3,0,1,0,4,2,4,2,0,2,0,2,0,2,2,2,0,2,0,0,4,0,0,3,3,3,2,0,0,4
0073-F14,4.1.1.0,226-002-BARNES-F14,1,WE,0.0,0,0,0,0,0,0,2,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,2,1,0,1,0,1,0,2,0,0,0,2,0,0,1,0,0,2,3,2,3,3,3,3,2,3,3,3,2,2,2,2,2,3,3,3,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,4,0,0,2,0,0,1,1,1,1,2,3,2
0073-F14,4.1.2.0,226-002-BARNES-F14,1,PS,0.0,4,0,4,3,0,3,2,0,1,0,3,1,1,0,0,0,0,0,3,3,2,1,0,0,1,0,1,0,4,3,2,2,1,2,3,2,4,0,4,0,4,0,3,3,1,0,1,0,0,0,0,1,3,4,4,0,4,4,0,1,1,1,0,0,0,0,0,0,0,0,0,3,2,2,3,0,2,0,1,2,0,1,1,0,0,0,0,3,4,2,1,0,1,3,3,2,2,1,3,4,3,3,0,2,0,3,0,3,3,2,2,2,0,0,2,0,2,2,3,2,3,3,3,1
0073-F14,4.1.3.0,226-002-BARNES-F14,1,PS,75.53398058252421,2,0,2,1,0,1,0,0,1,0,3,1,1,0,0,0,0,0,3,2,0,1,0,0,0,0,2,2,3,2,0,0,0,3,2,3,2,0,2,0,2,0,0,1,2,0,0,0,0,0,0,0,3,4,4,0,4,4,3,1,1,1,1,0,0,0,0,0,0,0,0,3,2,3,3,0,1,0,1,3,0,2,1,0,0,0,0,3,4,2,1,0,2,3,4,2,2,1,3,4,4,3,0,3,0,3,0,3,3,2,2,2,0,0,2,0,2,2,4,4,4,0,0,4
0073-F14,5.1.1.0,226-002-BARNES-F14,1,PS,0.0,2,0,2,1,0,1,1,0,1,0,4,1,1,0,0,0,0,0,2,1,0,2,0,1,1,0,0,0,2,2,0,0,0,3,2,3,2,0,2,0,2,0,0,1,2,0,0,0,0,0,0,0,3,4,4,0,4,4,3,1,3,1,4,2,0,0,0,0,0,0,0,1,0,1,1,0,1,3,1,1,0,1,0,0,0,0,0,2,1,0,2,0,0,1,2,0,0,0,4,4,4,1,0,1,0,1,0,0,1,4,0,0,0,0,0,0,0,2,1,0,0,1,1,1
0073-F14,5.1.2.0,226-002-BARNES-F14,1,WE,0.0,1,0,0,0,0,0,2,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,2,1,0,1,0,1,0,3,0,0,0,2,0,0,1,0,0,2,3,2,3,3,3,3,2,3,3,3,2,2,2,2,2,3,3,3,1,0,1,1,1,0,0,1,2,0,1,1,0,0,0,0,2,1,0,2,0,1,1,2,0,0,0,4,2,4,1,0,1,0,1,0,2,1,1,0,3,0,0,4,0,0,3,0,0,0,2,1,1
0073-F14,5.1.3.0,226-002-BARNES-F14,1,PS,-67.177033492823,4,0,3,2,0,1,1,0,1,0,4,1,1,0,0,0,0,0,3,2,0,2,0,0,0,0,2,1,3,3,1,1,2,3,3,3,4,0,4,0,4,0,1,3,2,0,0,0,0,0,0,1,3,4,4,0,4,4,3,1,3,3,4,2,0,0,0,0,0,0,0,3,0,2,2,1,1,0,0,3,0,2,1,0,0,0,0,3,2,0,3,0,2,2,4,1,1,1,4,4,4,3,0,3,0,3,0,2,3,3,0,1,0,0,4,0,1,2,4,4,4,0,0,4
0073-F14,6.1.1.0,226-002-BARNES-F14,1,PS,0.0,4,0,4,3,0,2,1,0,1,0,4,1,1,0,0,0,0,0,3,3,2,1,0,1,1,0,0,0,3,3,1,1,1,2,3,1,4,0,3,0,4,0,3,3,1,0,1,1,0,0,0,1,3,4,4,0,4,4,3,1,3,3,4,2,0,0,0,0,0,0,0,2,1,2,2,0,1,3,1,1,0,1,0,0,0,0,0,3,3,1,1,0,0,1,3,1,1,1,3,4,3,2,0,2,0,2,0,2,2,2,2,2,1,0,0,0,1,3,1,1,0,1,2,2
0073-F14,6.1.2.0,226-002-BARNES-F14,1,WE,0.0,0,0,0,0,0,0,2,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,3,2,3,3,3,3,2,3,3,3,2,2,2,2,2,3,3,3,2,1,2,2,0,1,0,1,2,0,1,1,0,0,0,0,3,3,1,1,0,1,1,3,1,1,1,3,3,3,2,0,2,0,2,0,2,2,2,2,2,1,0,1,0,1,2,0,0,1,1,1,0
0073-F14,6.1.3.0,226-002-BARNES-F14,1,PS,-72.26221884362559,4,0,4,3,0,3,2,2,2,0,4,1,1,0,0,0,0,0,4,3,2,2,0,0,0,0,2,1,4,3,2,2,2,3,2,2,4,0,4,0,4,0,3,3,1,0,1,0,0,0,0,1,3,4,4,0,4,4,3,1,3,3,4,2,2,2,0,0,0,0,0,4,1,4,4,0,3,3,2,4,0,2,1,0,0,0,0,4,4,3,3,1,2,4,4,2,3,2,3,3,3,4,0,3,0,4,0,3,4,3,1,1,1,0,1,0,2,3,3,4,3,0,0,4
0074-F14,1.0.1.0,226-002-BARNES-F14,1,PS,0.0,4,0,4,3,0,4,3,4,1,0,0,0,0,0,0,0,0,0,3,2,1,2,0,1,1,0,0,0,3,3,1,1,2,1,3,1,4,0,4,0,4,0,2,3,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,2,0,4,3,3,1,0,0,0,0,0,0,0,3,2,1,2,0,0,2,2,1,0,2,1,4,3,2,0,2,0,2,0,1,2,3,0,1,1,0,0,0,2,0,4,3,4,3,3,4
0074-F14,1.0.2.0,226-002-BARNES-F14,2,WE,0.0,0,0,0,0,1,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,3,2,3,3,3,3,2,3,3,3,2,2,2,2,2,3,3,3,2,0,2,2,2,4,4,3,2,0,0,0,0,0,0,0,3,2,1,2,0,1,2,2,1,0,2,1,4,2,2,0,2,0,2,0,2,2,2,0,2,1,0,1,0,2,0,1,1,2,2,2,2
0074-F14,1.0.3.0,226-002-BARNES-F14,2,PS,0.0,3,0,4,3,0,4,3,4,1,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,1,0,2,1,2,2,1,1,1,2,2,1,3,0,3,0,3,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,2,4,4,3,3,0,0,0,0,0,0,0,3,3,1,2,0,2,2,3,2,1,2,2,4,3,3,0,3,0,3,0,2,3,3,0,1,1,0,1,0,2,1,4,4,4,2,2,3
0074-F14,1.0.4.0,226-002-BARNES-F14,2,PS,40.7894736842106,1,0,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,3,3,1,0,0,0,3,2,3,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,2,4,4,3,4,0,0,0,0,0,0,0,3,3,2,2,0,3,3,3,2,1,2,3,4,3,3,0,3,0,3,0,2,3,3,0,1,1,0,1,0,2,1,3,3,2,0,0,3
0074-F14,2.1.1.0,226-002-BARNES-F14,2,PS,0.0,3,0,3,2,0,2,1,3,1,0,1,1,1,0,0,0,0,0,3,2,1,1,0,1,1,0,0,0,3,2,0,0,1,2,2,2,3,0,3,0,3,0,1,2,1,0,1,0,0,0,0,0,3,3,2,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,3,1,1,0,1,0,0,0,0,0,3,2,1,1,0,0,1,2,0,0,1,3,4,3,1,0,1,0,1,0,0,2,4,0,0,0,0,0,0,0,1,3,3,3,3,3,3
0074-F14,2.1.2.0,226-002-BARNES-F14,2,WE,0.0,0,0,0,0,0,0,2,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,2,3,2,3,3,3,3,2,3,3,3,2,2,2,2,2,3,3,3,1,0,1,1,1,1,0,1,2,0,1,1,0,0,0,0,3,2,1,1,0,1,2,2,0,0,1,3,2,3,1,0,2,0,1,0,1,2,2,0,2,0,0,1,0,0,1,2,2,3,3,2,1
0074-F14,2.1.3.0,226-002-BARNES-F14,2,PS,-64.655019902698,4,0,4,3,0,2,1,3,1,0,1,1,1,0,0,0,0,0,3,3,1,1,0,0,0,0,2,1,4,3,1,1,1,1,3,0,4,0,2,0,4,0,3,3,1,0,1,0,0,0,0,1,3,0,3,1,4,1,2,0,1,1,0,0,0,0,0,0,0,0,0,3,0,2,2,1,1,0,1,3,0,2,1,0,0,0,0,3,3,1,1,0,2,3,3,1,1,1,1,3,1,3,0,2,0,3,0,3,3,2,0,2,0,0,1,0,1,1,2,2,1,0,0,3
